unit_id	target_sha	dependency_identity	file_path	function_or_code_path	review_lens	hypothesis_category	hypothesis	concrete_evidence	disposition	type	regression_case_keys
A-1520-001	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15CaptureClassicExtraBaseline	architecture_lifetime	ownership_state_invariant	Review R15CaptureClassicExtraBaseline for ownership/lifetime/state invariant: capture fresh-device transform/material/clip/palette/NPatch baseline before Ex exposure.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248; independently reviewed against current source	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-002	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15CaptureClassicExtraBaseline	cross_subsystem_trace	upstream_downstream_trace	Trace R15CaptureClassicExtraBaseline from fresh-device state capture through ResetEx replay and RuntimeEligibility external safety authority.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-003	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15CaptureClassicExtraBaseline	adversarial_falsification	failure_order_falsification	Falsify capture failure/partial state availability before Ex exposure; promotion must roll back rather than expose an incompletely baselined device.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-004	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15ZeroClassicShaderConstants	architecture_lifetime	ownership_state_invariant	Review shader constant reset ownership; constant families are bounded by device caps and shader model.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-005	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15ZeroClassicShaderConstants	cross_subsystem_trace	upstream_downstream_trace	Trace device caps to vertex/pixel constant reset and aggregate Reset replay health.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-006	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15ZeroClassicShaderConstants	adversarial_falsification	failure_order_falsification	Falsify partial constant reset failure; any failed family must make replay unhealthy instead of silently reopening stereo.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-007	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15RestoreClassicExtraBaseline	architecture_lifetime	ownership_state_invariant	Review baseline copy-under-mutex then restore transforms/material/clip/palette/NPatch/constants as one replay transaction.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-008	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15RestoreClassicExtraBaseline	cross_subsystem_trace	upstream_downstream_trace	Trace captured baseline through ResetEx restoration into reset health and external stereo safety block.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-009	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15RestoreClassicExtraBaseline	adversarial_falsification	failure_order_falsification	Falsify one setter failing mid-replay; aggregate result remains false and must not be interpreted as healthy.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1520-010	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	InstallManagedResourceCompatR15	architecture_lifetime	ownership_state_invariant	Review Ex promotion ordering: lower compat install, fresh baseline capture, Reset ownership transfer, synchronous stereo hook install before exposure.	blob=db37726470322c6815cec7d547aebe73f17029ac; exact target=c4dd697e2b1f33d3b8af6ab254f378a1cc421248	EVIDENCE_AUGMENT	FRESH_REVIEW	VR-STARTUP-WHITE-001
