0	화면 위치
1	일반 (4:3)
2	와이드스크린 (16:9)
3	범퍼
4	내부
5	외부
6	km/h
7	mph
8	매우 쉬움
9	쉬움
10	보통
11	어려움
12	매우 어려움
13	영어
14	프랑스어
15	이탈리아어
16	독일어
17	스페인어
18	켜기
19	끄기
20	설정 A
21	설정 B
22	설정 C
23	설정 D
24	설정 E
25	설정 F
26	설정 G
27	설정 H
28	설정 I
29	설정 J
30	설정 K
31	낮음
32	보통
33	높음
34	OutRun 2006: C2C
35	보통
36	무작위
37	온라인
38	오프라인
39	데이터 불러오기
40	자동 저장 켜기
41	자동 저장 끄기
42	게임 설정
43	시점 설정
44	차량 설정
45	무작위
46	게임 시작
47	유형:
48	랭크 매치
49	일반 매치
50	국적:
51	무관
52	미국
53	호주
54	오스트리아
55	벨기에
56	영국
57	캐나다
58	중국
59	덴마크
60	핀란드
61	프랑스
62	독일
63	홍콩
64	이탈리아
65	일본
66	멕시코
67	네덜란드
68	뉴질랜드
69	노르웨이
70	북한
71	대한민국
72	싱가포르
73	스페인
74	스웨덴
75	스위스
76	태국
77	로비 이름:
78	최대 인원:
79	2인
80	3인
81	4인
82	5인
83	6인
84	친구 슬롯:
85	0
86	1개
87	2개
88	3개
89	4개
90	5개
91	모드 유형:
92	레이스
93	녹아웃
94	드리프트
95	슬립스트림
96	동승자
97	차임
98	코스 유형:
99	아웃런
100	골
101	15 코스 연속
102	스페셜
103	코스:
104	무관
105	OUTRUN2
106	OUTRUN2SP
107	무관
108	OUTRUN2 골 A
109	OUTRUN2 골 B
110	OUTRUN2 골 C
111	OUTRUN2 골 D
112	OUTRUN2 골 E
113	OUTRUN2SP 골 A
114	OUTRUN2SP 골 B
115	OUTRUN2SP 골 C
116	OUTRUN2SP 골 D
117	OUTRUN2SP 골 E
118	OUTRUN2 골 A(역방향)
119	OUTRUN2 골 B(역방향)
120	OUTRUN2 골 C(역방향)
121	OUTRUN2 골 D(역방향)
122	OUTRUN2 골 E(역방향)
123	OUTRUN2SP 골 A(역방향)
124	OUTRUN2SP 골 B(역방향)
125	OUTRUN2SP 골 C(역방향)
126	OUTRUN2SP 골 D(역방향)
127	OUTRUN2SP 골 E(역방향)
128	무관
129	팜 비치
130	딥 레이크
131	인더스트리얼 컴플렉스
132	알파인
133	스노 마운틴
134	클라우디 하이랜드
135	캐슬 월
136	고스트 포레스트
137	침엽수림
138	사막
139	튤립 가든
140	메트로폴리스
141	고대 유적
142	케이프 웨이
143	임페리얼 애비뉴
144	비치
145	세쿼이아
146	나이아가라
147	라스베이거스
148	알래스카
149	그랜드 캐니언
150	샌프란시스코
151	아마존
152	마추픽추
153	요세미티
154	마야
155	뉴욕
156	프린스 에드워드
157	플로리다
158	이스터 섬
159	팜 비치 (역방향)
160	딥 레이크 (역방향)
161	인더스트리얼 컴플렉스 (역방향)
162	알파인 (역방향)
163	스노 마운틴 (역방향)
164	클라우디 하이랜드 (역방향)
165	캐슬 월 (역방향)
166	고스트 포레스트 (역방향)
167	침엽수림 (역방향)
168	사막 (역방향)
169	튤립 가든 (역방향)
170	메트로폴리스 (역방향)
171	고대 유적 (역방향)
172	케이프 웨이 (역방향)
173	임페리얼 애비뉴 (역방향)
174	비치 (역방향)
175	세쿼이아 (역방향)
176	나이아가라 (역방향)
177	라스베이거스 (역방향)
178	알래스카 (역방향)
179	그랜드 캐니언 (역방향)
180	샌프란시스코 (역방향)
181	아마존 (역방향)
182	마추픽추 (역방향)
183	요세미티 (역방향)
184	마야 (역방향)
185	뉴욕 (역방향)
186	프린스 에드워드 (역방향)
187	플로리다 (역방향)
188	이스터 섬 (역방향)
189	무관
190	OUTRUN2
191	OUTRUN2SP
192	OUTRUN2 (역방향)
193	OUTRUN2SP (역방향)
194	무관
195	전체 스테이지
196	OUTRUN2 믹스
197	OUTRUN2SP 믹스
198	랩 수:
199	3
200	5
201	10
202	15
203	차량 클래스:
204	자유 선택
205	초급
206	중급
207	프로
208	아웃런
209	차량 유형:
210	자유 선택
211	OUTRUN 2006
212	OUTRUN2SP
213	추격 보정:
214	켜기
215	끄기
216	슬립스트림:
217	켜기
218	끄기
219	충돌:
220	켜기
221	끄기
222	트래픽:
223	없음
224	낮음
225	높음
226	완료
227	유형:
228	무관
229	랭크 매치
230	일반 매치
231	국적:
232	무관
233	미국
234	호주
235	오스트리아
236	벨기에
237	영국
238	캐나다
239	중국
240	덴마크
241	핀란드
242	프랑스
243	독일
244	홍콩
245	이탈리아
246	일본
247	멕시코
248	네덜란드
249	뉴질랜드
250	노르웨이
251	북한
252	대한민국
253	싱가포르
254	스페인
255	스웨덴
256	스위스
257	태국
258	로비 이름:
259	최대 인원:
260	무관
261	2인
262	3인
263	4인
264	5인
265	6인
266	친구 슬롯:
267	무관
268	1개
269	2개
270	3개
271	4개
272	5개
273	모드 유형:
274	무관
275	레이스
276	녹아웃
277	드리프트
278	슬립스트림
279	동승자
280	차임
281	코스 유형:
282	무관
283	아웃런
284	루트 / 믹스
285	골
286	15 코스 연속
287	스페셜
288	코스:
289	무관
290	무관
291	OUTRUN2
292	OUTRUN2SP
293	무관
294	OUTRUN2 골 A
295	OUTRUN2 골 B
296	OUTRUN2 골 C
297	OUTRUN2 골 D
298	OUTRUN2 골 E
299	OUTRUN2SP 골 A
300	OUTRUN2SP 골 B
301	OUTRUN2SP 골 C
302	OUTRUN2SP 골 D
303	OUTRUN2SP 골 E
304	OUTRUN2 골 A(역방향)
305	OUTRUN2 골 B(역방향)
306	OUTRUN2 골 C(역방향)
307	OUTRUN2 골 D(역방향)
308	OUTRUN2 골 E(역방향)
309	OUTRUN2SP 골 A(역방향)
310	OUTRUN2SP 골 B(역방향)
311	OUTRUN2SP 골 C(역방향)
312	OUTRUN2SP 골 D(역방향)
313	OUTRUN2SP 골 E(역방향)
314	무관
315	팜 비치
316	딥 레이크
317	인더스트리얼 컴플렉스
318	알파인
319	스노 마운틴
320	클라우디 하이랜드
321	캐슬 월
322	고스트 포레스트
323	침엽수림
324	사막
325	튤립 가든
326	메트로폴리스
327	고대 유적
328	케이프 웨이
329	임페리얼 애비뉴
330	비치
331	세쿼이아
332	나이아가라
333	라스베이거스
334	알래스카
335	그랜드 캐니언
336	샌프란시스코
337	아마존
338	마추픽추
339	요세미티
340	마야
341	뉴욕
342	프린스 에드워드
343	플로리다
344	이스터 섬
345	팜 비치 (역방향)
346	딥 레이크 (역방향)
347	인더스트리얼 컴플렉스 (역방향)
348	알파인 (역방향)
349	스노 마운틴 (역방향)
350	클라우디 하이랜드 (역방향)
351	캐슬 월 (역방향)
352	고스트 포레스트 (역방향)
353	침엽수림 (역방향)
354	사막 (역방향)
355	튤립 가든 (역방향)
356	메트로폴리스 (역방향)
357	고대 유적 (역방향)
358	케이프 웨이 (역방향)
359	임페리얼 애비뉴 (역방향)
360	비치 (역방향)
361	세쿼이아 (역방향)
362	나이아가라 (역방향)
363	라스베이거스 (역방향)
364	알래스카 (역방향)
365	그랜드 캐니언 (역방향)
366	샌프란시스코 (역방향)
367	아마존 (역방향)
368	마추픽추 (역방향)
369	요세미티 (역방향)
370	마야 (역방향)
371	뉴욕 (역방향)
372	프린스 에드워드 (역방향)
373	플로리다 (역방향)
374	이스터 섬 (역방향)
375	무관
376	OUTRUN2
377	OUTRUN2SP
378	OUTRUN2 (역방향)
379	OUTRUN2SP (역방향)
380	무관
381	전체 스테이지
382	OUTRUN2 믹스
383	OUTRUN2SP 믹스
384	랩 수:
385	무관
386	3
387	5
388	10
389	15
390	차량 클래스:
391	무관
392	자유 선택
393	초급
394	중급
395	프로
396	아웃런
397	차량 유형:
398	무관
399	자유 선택
400	OUTRUN 2006
401	OUTRUN2SP
402	추격 보정:
403	무관
404	켜기
405	끄기
406	슬립스트림:
407	무관
408	켜기
409	끄기
410	충돌:
411	무관
412	켜기
413	끄기
414	트래픽:
415	무관
416	없음
417	낮음
418	높음
419	검색
420	차량:
421	F50
422	DINO 246 GTS
423	288 GTO
424	512 BB
425	365 GTS/4 DAYTONA
426	ENZO FERRARI
427	TESTAROSSA
428	360 SPIDER
429	F40
430	250 GTO
431	F355 SPIDER
432	328 GTS
433	F430
434	550 BARCHETTA
435	SUPERAMERICA
436	F50 (OR)
437	DINO 246 GTS (OR)
438	288 GTO (OR)
439	512 BB (OR)
440	365 GTS/4 DAYTONA (OR)
441	ENZO FERRARI (OR)
442	TESTAROSSA (OR)
443	360 SPIDER (OR)
444	F40 (OR)
445	250 GTO (OR)
446	F355 SPIDER (OR)
447	328 GTS (OR)
448	F430 SPIDER (OR)
449	550 BARCHETTA (OR)
450	SUPERAMERICA (OR)
451	변속기:
452	AT
453	MT
454	핸들링:
455	OutRun2
456	OutRun2SP
457	색상:
458	빨강
459	노랑
460	검정
461	흰색
462	은색
463	초록
464	하늘색
465	진한 파랑
466	라디오:
467	SPLASH WAVE
468	MAGICAL SOUND SHOWER
469	PASSING BREEZE
470	RISKY RIDE
471	SHINY WORLD
472	NIGHT FLIGHT
473	LIFE WAS A BORE
474	RADIATION
475	NIGHT BIRD
476	SPLASH WAVE -1986-
477	MAGICAL SOUND SHOWER -1986-
478	PASSING BREEZE -1986-
479	SHAKE THE STREET -1989-
480	RUSH A DIFFICULTY -1989-
481	WHO ARE YOU -1989-
482	KEEP YOUR HEART -1989-
483	SPLASH WAVE -EURO REMIX-
484	MAGICAL SOUND SHOWER -EURO REMIX-
485	PASSING BREEZE -EURO REMIX-
486	RISKY RIDE -GUITAR MIX -
487	SHAKE THE STREET
488	WHO ARE YOU?
489	RUSH A DIFFICULTY
490	KEEP YOUR HEART
491	SHINY WORLD -PROTOTYPE-
492	NIGHT FLIGHT -PROTOTYPE-
493	LIFE WAS A BORE -INSTRUMENTAL-
494	NIGHT FLIGHT -INSTRUMENTAL-
495	세션을 찾지 못했습니다!
496	세션을 찾지 못했습니다. 새 세션을 만들까요?
497	예
498	아니요
499	확인
500	주의! 아직 레이스 중인 플레이어가 있습니다.
501	주의! 설정을 변경 중인 플레이어가 있습니다. 그래도 게임을 시작할까요?
502	주의! 이전 레이스에서 아직 돌아오는 중인 플레이어가 있습니다. 그래도 게임을 시작할까요?
503	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)를 확인 중입니다. 메모리 카드(8MB)나 컨트롤러를 빼거나 본체를 리셋/전원 종료하지 마십시오.
504	OutRun 2006: Coast 2 Coast는 자동 저장 기능을 사용합니다. 이 지점 이후 메모리 카드 슬롯 1에 PlayStation®2용 메모리 카드(8MB)를 삽입하면 게임 데이터가 덮어써질 수 있습니다.
505	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)에 여유 공간이 부족합니다. 최소 %d KB의 여유 공간이 있는 메모리 카드를 삽입하거나 본체 브라우저에서 공간을 확보하십시오.
506	메모리 카드 슬롯 1에서 PlayStation®2용 메모리 카드(8MB)를 찾을 수 없습니다. 게임 데이터를 저장하려면 %d KB의 여유 공간이 있는 메모리 카드(8MB)가 필요합니다.
507	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)에 OutRun 2006: Coast 2 Coast 게임 데이터가 없습니다.
508	메모리 카드(8MB) 오류! 메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)를 확인한 뒤 다시 시도하십시오.
509	PlayStation®2용 메모리 카드(8MB)가 제거되었습니다.
510	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)에 있는 게임 데이터가 손상되었을 수 있습니다.
511	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)에 있는 게임 데이터가 손상되었을 수 있습니다. 손상된 게임 데이터를 덮어쓰시겠습니까?
512	메모리 카드 슬롯 1에서 PlayStation®2용 메모리 카드(8MB)를 찾을 수 없습니다. 게임 데이터를 저장하려면 %d KB의 여유 공간이 있는 메모리 카드(8MB)가 필요합니다.
513	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)에 공간이 부족합니다. 게임 데이터를 저장하려면 %d KB의 여유 공간이 필요합니다.
514	저장했습니다.
515	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)에 OutRun 2006: Coast 2 Coast 게임 데이터를 생성하시겠습니까?
516	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)가 포맷되지 않았습니다. 지금 포맷하시겠습니까?
517	게임 데이터를 불러오는 중입니다. 메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)나 컨트롤러를 빼거나 본체를 리셋/전원 종료하지 마십시오.
518	데이터를 저장하는 중입니다. 메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)나 컨트롤러를 빼거나 본체를 리셋/전원 종료하지 마십시오.
519	불러오기에 실패했습니다! 메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)를 확인하고 다시 시도하십시오.
520	저장에 실패했습니다! 메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)를 확인하고 다시 시도하십시오.
521	포맷에 실패했습니다! 메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)를 확인하고 다시 시도하십시오.
522	게임 데이터를 자동 저장 중입니다. 메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)나 컨트롤러를 빼거나 본체를 리셋/전원 종료하지 마십시오.
523	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)를 포맷 중입니다. 메모리 카드(8MB)나 컨트롤러를 빼거나 본체를 리셋/전원 종료하지 마십시오.
524	포맷했습니다.
525	불러오기에 실패했습니다! 메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)에 있는 게임 데이터가 손상되었을 수 있습니다. 메모리 카드를 확인하고 다시 시도하십시오.
526	다시 시도
527	취소
528	계속
529	저장하지 않고 계속
530	메모리 카드 포맷
531	예
532	아니요
533	PlayStation®2용 메모리 카드(8MB)가 변경되었습니다. 메모리 카드 슬롯 1의 메모리 카드에 자동 저장을 계속하시겠습니까?
534	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB)에 기존 게임 데이터가 있습니다. 덮어쓰시겠습니까? (주의! 기존 게임 데이터가 덮어써질 수 있습니다.)
535	덮어쓰기
536	새 라이선스 만들기
537	OR2C2C
538	싱글 플레이
539	총 주행 시간:
540	주행 거리:
541	OutRun 마일:
542	총 아이템:
543	Coast 2 Coast:
544	레이스 미션:
545	하트 미션:
546	OutRun
547	하트 어택:
548	레이스 어택:
549	타임 어택:
550	드리프트 어택:
551	라운드 01
552	라운드 02
553	라운드 03
554	라운드 04
555	라운드 05
556	요청
557	특별 요청 01
558	특별 요청 02
559	특별 요청 03
560	특별 요청 04
561	평균 랭크
562	메모리 카드 슬롯 1의 PlayStation®2용 메모리 카드(8MB) 상태가 변경되었습니다. 현재 저장 데이터가 들어 있는 메모리 카드(8MB)를 삽입하십시오.
563	라이선스 선택
564	라이선스 초기화
565	라이선스 복사
566	라이선스 병합
567	라이선스 편집
568	오류 없음
569	네트워크 초기화에 실패했습니다!
570	연결 오류가 발생했습니다. WLAN 스위치가 꺼져 있습니다.
571	인터넷 연결을 찾을 수 없습니다.
572	사용 가능한 네트워크 연결이 없습니다. 네트워크 설정 파일과 케이블을 확인하십시오.
573	이 게임 세션은 더 이상 사용할 수 없습니다.
574	세션에서 강제 퇴장되었습니다.
575	강제 퇴장되었으며 이 매치에 다시 참가할 수 없습니다.
576	이 게임 세션은 더 이상 사용할 수 없습니다.
577	이 게임 세션은 더 이상 사용할 수 없습니다.
578	이 게임 세션은 더 이상 사용할 수 없습니다.
579	세션 생성에 실패했습니다.
580	세션 취소에 실패했습니다.
581	세션을 찾을 수 없습니다. 이미 종료되었을 수 있습니다.
582	로비 이름에 부적절한 문구가 포함되어 있습니다. 로비 이름을 수정하십시오.
583	세션 참가 중 오류가 발생했습니다.
584	중복 로그인이 감지되었습니다. 이 사용자는 이미 로그인되어 있습니다.
585	로그온 서버가 혼잡합니다.
586	로그온 서비스 인증이 허용되지 않았습니다.
587	로그온 서비스를 일시적으로 사용할 수 없습니다.
588	Xbox Live 접속 중 오류가 발생했습니다.
589	피드백 전송에 실패했습니다.
590	사용자를 음소거 목록에 추가하지 못했습니다.
591	세션 검색에 실패했습니다.
592	친구 목록 업데이트에 실패했습니다.
593	친구에게 메시지를 보내지 못했습니다.
594	메시지에 부적절한 문구가 포함되어 있습니다. 문구를 수정한 뒤 다시 시도하십시오.
595	초대 취소에 실패했습니다.
596	초대 응답에 실패했습니다.
597	친구 목록에 추가하지 못했습니다.
598	이미 친구인 사용자입니다.
599	이미 이 사용자에게 친구 요청을 보냈습니다.
600	친구 목록에서 삭제하지 못했습니다.
601	친구 목록 불러오기에 실패했습니다.
602	친구 초대 응답에 실패했습니다.
603	게임 초대에 실패했습니다.
604	친구 목록 업데이트에 실패했습니다.
605	네트플레이 로그아웃에 실패했습니다.
606	로그인 실패
607	새 계정 생성에 실패했습니다. 네트워크 연결이 끊어졌습니다.
608	계정 삭제에 실패했습니다.
609	비밀번호 변경에 실패했습니다.
610	계정 인증에 실패했습니다.
611	이미 존재하는 계정입니다. 다른 사용자 이름으로 다시 시도하십시오.
612	부적절한 사용자 이름입니다. 다른 사용자 이름으로 다시 시도하십시오.
613	비밀번호가 올바르지 않습니다. 다시 시도하십시오.
614	온라인 스코어보드에 접속하는 중 오류가 발생했습니다.
615	Xbox Live 스코어보드에 접속하는 중 오류가 발생했습니다.
616	고스트 업로드에 실패했습니다.
617	네트워크가 혼잡합니다.
618	네트워크 오류.
619	네트워크 설정 파일을 찾을 수 없습니다. 네트워크 설정 파일을 만들려면 Network Access Disc를 사용하십시오.
620	PlayStation®2용 네트워크 어댑터(이더넷/모뎀)를 감지할 수 없습니다.
621	친구 초대에 실패했습니다. 자기 자신은 친구로 추가할 수 없습니다.
