unit_id	target_sha	dependency_identity	file_path	function_or_code_path	review_lens	hypothesis_category	hypothesis	concrete_evidence	disposition	type	regression_case_keys
A-1900-001	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Ensure	architecture_lifetime	ownership_state_invariant	Review Channel::Ensure mapping header/lifetime for ownership/lifetime/state invariant	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-002	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Ensure	cross_subsystem_trace	upstream_downstream_trace	Trace Channel::Ensure mapping header/lifetime across producer/consumer or state boundary	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-003	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Ensure	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around Channel::Ensure mapping header/lifetime	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-004	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Publish	architecture_lifetime	ownership_state_invariant	Review Channel::Publish request publication ordering for ownership/lifetime/state invariant	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-005	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Publish	cross_subsystem_trace	upstream_downstream_trace	Trace Channel::Publish request publication ordering across producer/consumer or state boundary	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-006	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Publish	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around Channel::Publish request publication ordering	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-007	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Pending	architecture_lifetime	ownership_state_invariant	Review Channel::Pending request/receive ownership for ownership/lifetime/state invariant	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-008	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Pending	cross_subsystem_trace	upstream_downstream_trace	Trace Channel::Pending request/receive ownership across producer/consumer or state boundary	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-009	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::Pending	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around Channel::Pending request/receive ownership	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-010	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::MarkReceived	architecture_lifetime	ownership_state_invariant	Review Channel::MarkReceived receive acknowledgement for ownership/lifetime/state invariant	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-011	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::MarkReceived	cross_subsystem_trace	upstream_downstream_trace	Trace Channel::MarkReceived receive acknowledgement across producer/consumer or state boundary	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-012	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::MarkReceived	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around Channel::MarkReceived receive acknowledgement	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-013	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::MarkApplied	architecture_lifetime	ownership_state_invariant	Review Channel::MarkApplied apply acknowledgement for ownership/lifetime/state invariant	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-014	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::MarkApplied	cross_subsystem_trace	upstream_downstream_trace	Trace Channel::MarkApplied apply acknowledgement across producer/consumer or state boundary	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-015	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::MarkApplied	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around Channel::MarkApplied apply acknowledgement	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-016	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::AppliedId	architecture_lifetime	ownership_state_invariant	Review Channel::AppliedId applied observation for ownership/lifetime/state invariant	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-017	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::AppliedId	cross_subsystem_trace	upstream_downstream_trace	Trace Channel::AppliedId applied observation across producer/consumer or state boundary	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-018	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	Channel::AppliedId	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around Channel::AppliedId applied observation	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-019	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	SharedChannel	architecture_lifetime	ownership_state_invariant	Review SharedChannel singleton lifetime for ownership/lifetime/state invariant	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-020	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	SharedChannel	cross_subsystem_trace	upstream_downstream_trace	Trace SharedChannel singleton lifetime across producer/consumer or state boundary	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-021	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6dbd7037978f76d35b58b34df69f2232bb1bcddb	src/vr/ipc/recenter_request.hpp	SharedChannel	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around SharedChannel singleton lifetime	exact target c4dd697e; blob 6dbd7037978f76d35b58b34df69f2232bb1bcddb; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-022	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	QuaternionSane	architecture_lifetime	ownership_state_invariant	Review QuaternionSane pose validation for ownership/lifetime/state invariant	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-023	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	QuaternionSane	cross_subsystem_trace	upstream_downstream_trace	Trace QuaternionSane pose validation across producer/consumer or state boundary	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-024	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	QuaternionSane	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around QuaternionSane pose validation	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-025	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	Vector3Finite	architecture_lifetime	ownership_state_invariant	Review Vector3Finite position validation for ownership/lifetime/state invariant	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-026	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	Vector3Finite	cross_subsystem_trace	upstream_downstream_trace	Trace Vector3Finite position validation across producer/consumer or state boundary	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-027	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	Vector3Finite	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around Vector3Finite position validation	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-028	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	WireFovValid	architecture_lifetime	ownership_state_invariant	Review WireFovValid FOV validation for ownership/lifetime/state invariant	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; full source re-read this invocation	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-029	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	WireFovValid	cross_subsystem_trace	upstream_downstream_trace	Trace WireFovValid FOV validation across producer/consumer or state boundary	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; upstream/downstream state fields and failure gates traced	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-1900-030	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6182e6fe9a2e8a33bea36124d633c3267dc85a16	src/vr/ipc/host_pose_v3.hpp	WireFovValid	adversarial_falsification	failure_order_falsification	Falsify stale/reordered/partial failure around WireFovValid FOV validation	exact target c4dd697e; blob 6182e6fe9a2e8a33bea36124d633c3267dc85a16; contrary/failure-order path inspected	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
