unit_id	target_sha	dependency_identity	file_path	function_or_code_path	review_lens	hypothesis_category	hypothesis	concrete_evidence	disposition	type	regression_case_keys
A-2100-001	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	6ac44a156e93458ecbf0b9b06028ff89b97f0088	vrhost/src/main.cpp	StereoCompositor::Acquire	architecture_lifetime	swapchain_ownership	Acquire success followed by wait failure needs ownership-safe handling.	Exact source acquires then waits; active composition must be considered before promotion.	TRACE_TO_EXISTING_KEY	FRESH_REVIEW	
A-2100-002	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5766294487	vrhost/src/runtime/bounded_swapchain_wait.hpp	WaitSwapchainImage	cross_subsystem_trace	composition_trace	Raw XR_INFINITE_DURATION is not the active production behavior.	Issue #6 correction proves MSVC forced-include bounded wrapper owns the wait call and falsifies single infinite-wait claim.	TRACE_VALIDATED	FRESH_REVIEW	
A-2100-003	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5767187682	vrhost/src/runtime/sbs_capture_override.hpp	Acquire	adversarial_falsification	failed_wait_release	Falsify A provisional fix direction of unconditional release after wait failure.	Existing finding records acquired=true/waited=false retained intentionally; release before successful wait is prohibited by ordering invariant.	FALSIFIED_DUPLICATE	FRESH_REVIEW	
A-2100-004	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5767187682	vrhost/src/runtime/sbs_capture_override.hpp	Acquire retry	architecture_lifetime	bounded_retry_lifetime	Persistent wait failure can retain ownership across frames.	Existing exact finding shows same acquired image is retried after each bounded budget exhaustion.	EVIDENCE_AUGMENT	FRESH_REVIEW	
A-2100-005	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5767187682	vrhost/src/runtime/d3d9ex_direct_passthrough.hpp	RenderSafeProjection	cross_subsystem_trace	final_owner_trace	Trace acquired-not-waited state into final DirectGPU projection owner.	Issue #6 dependency explicitly covers final DirectGPU projection interaction and repeated bounded retry.	READY_FOR_C_EXISTING	FRESH_REVIEW	
A-2100-006	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5767187682	OpenXR swapchain	wait timeout -> next frame	adversarial_falsification	transient_recovery	Transient first-budget failure must remain recoverable on same image.	Existing deterministic verifier requires later successful wait to recover without premature release.	FALSIFIED_OVERAGGRESSIVE_RECOVERY	FRESH_REVIEW	
A-2100-007	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5767187682	OpenXR swapchain	persistent wait timeout	architecture_lifetime	recovery_escalation	Persistent starvation needs bounded escalation rather than endless per-frame budget.	Existing finding documents ~250ms budget repeated every frame and no consecutive-failure recovery state.	READY_FOR_C_EXISTING	FRESH_REVIEW	
A-2100-008	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5767187682	OpenXR swapchain	wait->release ordering	cross_subsystem_trace	ownership_order	Wait success is the boundary that permits release.	Existing verifier requires no xrReleaseSwapchainImage before successful wait.	TRACE_VALIDATED	FRESH_REVIEW	
A-2100-009	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5767187682	OpenXR swapchain	wait failure runtime truth	adversarial_falsification	runtime_evidence	Do not infer Quest/VDXR occurrence from static path.	Issue #6 notes no current runtime log proves repeated starvation; LEVEL2 only if observed.	FALSIFIED_RUNTIME_CLAIM	FRESH_REVIEW	
A-2100-010	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	issue6-5767187682	OpenXR swapchain	A provisional key dedup	architecture_lifetime	dedup	XR-SWAPCHAIN-ACQUIRE-WAIT-RELEASE-001 should not become a second key.	Same ownership state, failure phase and recovery objective already exist under VR-OPENXR-BOUNDED-WAIT-RETRY-STALL-001.	DUPLICATE	FRESH_REVIEW	
A-2100-011	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	ResetCompatDeviceR15	architecture_lifetime	reset_safety_block	Reset begins fail-closed before lower ResetEx work.	Exact source stores reset health false and sets external safety block true for compat device before calling R13.	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-2100-012	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	80ce04900a7699aaefb7e040e25cab4a01618dbe	src/vr/d3d9/ex_device_upgrade_r13.cpp	ResetCompatDevice	cross_subsystem_trace	reset_owner_trace	Trace R15 reset gate into authoritative ResetEx owner.	R15 trampoline calls R13 ResetCompatDevice; R13 QIs IDirect3DDevice9Ex and calls ResetEx.	TRACE_VALIDATED	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-2100-013	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	ResetCompatDeviceR15 lower failure	adversarial_falsification	reset_failure	Falsify failed ResetEx accidentally reopening stereo.	On !handled or FAILED(result), R15 returns while health remains false and external safety block remains true.	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-2100-014	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	80ce04900a7699aaefb7e040e25cab4a01618dbe	src/vr/d3d9/ex_device_upgrade_r13.cpp	ResetCompatDevice::QueryInterface	architecture_lifetime	reset_interface	Compat reset requires Ex interface before ResetEx.	QI failure returns false without ResetEx; upper R15 safety block remains closed.	NO_NEW_DEFECT	FRESH_REVIEW	
A-2100-015	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	80ce04900a7699aaefb7e040e25cab4a01618dbe	src/vr/d3d9/ex_device_upgrade_r13.cpp	BuildFullscreenMode->ResetEx	cross_subsystem_trace	presentation_reset_trace	Trace legacy params into Ex fullscreen mode and ResetEx.	R13 builds optional D3DDISPLAYMODEEX then calls deviceEx->ResetEx(params,fullscreenPtr).	TRACE_VALIDATED	FRESH_REVIEW	
A-2100-016	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	80ce04900a7699aaefb7e040e25cab4a01618dbe	src/vr/d3d9/ex_device_upgrade_r13.cpp	ResetEx failure	adversarial_falsification	presentation_state	Falsify presentation state updated after failed ResetEx.	UpdateCompatPresentationState and RestoreClassicResetState execute only on SUCCEEDED(result).	FALSIFIED_NO_NEW_DEFECT	FRESH_REVIEW	
A-2100-017	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	coreHealthy+extraHealthy	architecture_lifetime	reset_replay_health	Stereo reopening depends on both reset replay families.	R15 healthy=coreHealthy&&extraHealthy and publishes safety block inverse.	NO_NEW_DEFECT	FRESH_REVIEW	VR-STARTUP-WHITE-001
A-2100-018	c4dd697e2b1f33d3b8af6ab254f378a1cc421248	db37726470322c6815cec7d547aebe73f17029ac	src/vr/d3d9/ex_device_upgrade_r15.cpp	RestoreClassicResetState->R15RestoreClassicExtraBaseline	cross_subsystem_trace	state_family_trace	Trace core render/stage/sampler/binding replay into extra transforms/material/clip/palette/constants replay.	Exact R15 source performs both after successful lower ResetEx.	TRACE_VALIDATED	FRESH_REVIEW	
